"","Response","Topic","Perc"
"145","i would think those with a two more, uh, cancelled humor 23 years ago.",3,0.960487306118011
"146","mm. i would love to stay involved. i just been really, really busy working two jobs.",3,0.964709758758545
"147","my new address is 14. coolidge street took sperry, mass. 01876 that's my new address.",4,0.964084625244141
"148","be patient with me. time also plays a factor besides being busy. i've been sick with cancer.",4,0.964089691638947
"149","busy. four kids work 60 to 80 hours a week. don't have time.",3,0.964708030223846
"150","don't ma'am me stuff. i don't always get it. secondly, it's time consuming. you need to streamline the process.",2,0.959033787250519
"151","lengthen the amount of time that the survey is do i missed the window, and when i went to do it online, it had expired.",2,0.963409423828125
"152","make the questionnaire less, requiring less information, just too much stuff to do.",2,0.959035515785217
"153","make the surveys take a little less time, break them up or something.",2,0.959035813808441
"154","my memory is not as good as it used to be, remembering back 30 40 years to answer some questions.",2,0.963409245014191
"155","not interested. take name off list and number. goodbye. okay.",2,0.953475117683411
"156","questionnaires are way too long, something a little more streamlined and somehow.",2,0.953473925590515
"157","really, i i was not interested before, but, um, i i have since retired, and so i can just try to to fill them out properly at this point.",3,0.964704930782318
"158","smaller, more frequent questionnaire. not so labor intensive, exhaustive, overwhelming.",2,0.953471779823303
"159","there is nothing. i just do not i i i cannot do it. i'm just mentally and physically, uh, not able to do it right now.",2,0.953470051288605
"160","this phone call to to take a study or answer your questions is too long. get to the point.",2,0.953473687171936
