Response,TopicA,PercA,TopicB,PercB,TopicC,PercC
"i have, uh, privacy issues with, um, with all the medical questions. i fear that, uh, it can be used against me later by an insurance company. even though i realized that the data is supposedly, um uh, anonymized for for lack of a better term. but it still is a concern for me. that's why i didn't do it.",0,0.5280530452728271,2.0,0.4705802798271179,,
i have. i responded online.,0,0.013249375857412815,1.0,0.9634745717048645,2.0,0.023276081308722496
"i haven't completed some of the surveys because of the questions. uh, i'd ask questions about when i first got my period, and i don't remember a lot of that information. so it makes me makes it hard for me to move to the next question without answering the easiest question.",2,0.997183084487915,,,,
"i haven't received any lately. um, so i'm not sure. i know i started completing them, but, um, like i said, i haven't received any recently. um, i don't recall getting any in the past year or so.",2,0.9961341023445129,,,,
"i haven't received notification, okay?",0,0.30888596177101135,1.0,0.011028094217181206,2.0,0.6800859570503235
"i haven't received them because we moved, and apparently you haven't gotten change of address.",1,0.9849116206169128,,,,
"i initially was going to complete them. and then i forgot because during the times that they were coming, i was totally overwhelmed with various things happening, including being diagnosed with cancer and treatment and many other medical issues myself. like the lateral operation in this case, the two by for in the configuration. what? yeah.",0,0.5632790923118591,1.0,0.4346822500228882,,
"i just it was too much information being asked at the time, and it just was way too much going on in my world and i did not have time to track all the information that you all wanted to be tracked.",2,0.9952493906021118,,,,
i just decided i'm not interested.,0,0.9604748487472534,1.0,0.016249870881438255,2.0,0.023275353014469147
i just decided not to be a participant.,0,0.49845463037490845,1.0,0.4782635271549225,2.0,0.023281915113329887
i just decided that i didn't want to do it.,0,0.9604752063751221,1.0,0.016249721869826317,2.0,0.023275140672922134
i just didn't feel the need to do it at the time.,1,0.9752143621444702,2.0,0.01579480804502964,,
"i just didn't get the time to do it, so i feel badly about that. i should have done it, but i just didn't get it done. i apologies.",1,0.98738032579422,,,,
i just didn't take the time to do it. i should have and i will complete them from now on.,1,0.011026986874639988,2.0,0.9799823760986328,,
"i just felt like that. there's more to whatever. the underlying reason was that the studies being done and i don't really feel comfortable with giving out my personal health information anymore, okay?",0,0.6278884410858154,2.0,0.3698408007621765,,
"i just felt like they're very cumbersome and cover too much ground, period. i would have preferred if it, uh, have more basic questions that could be answered more quickly.",2,0.9958775043487549,,,,
i just forgot to fill out the forms and send them in.,2,0.9848503470420837,,,,
i just got lazy and decided i didn't want to be part of the study.,0,0.4693088233470917,1.0,0.522649347782135,,
"i just have not, uh, following up on them and have the time to do that.",1,0.9752147197723389,2.0,0.015794584527611732,,
i just haven't had the time to do it. bye. yeah.,0,0.9731779098510742,1.0,0.011027278378605843,2.0,0.015794821083545685
i just haven't had the time to sit down and do it.,0,0.013248893432319164,1.0,0.01624978706240654,2.0,0.9705013036727905
i just haven't taken the time to get it done.,1,0.01102699525654316,2.0,0.9799823760986328,,
i lost interest in complaining service.,1,0.011031840927898884,2.0,0.979973554611206,,
i lost interest.,0,0.025172362104058266,1.0,0.030873939394950867,2.0,0.9439536333084106
i lost my job. i didn't have time busy.,1,0.9812430143356323,2.0,0.01195303350687027,,
"i mailed the last survey back, um, months ago. last late last year? probably. um, or mid year late last year. um, so i had misplaced. i forgot to mail it, but i did mail it back to you.",1,0.9968015551567078,,,,
"i moved a few times and missed, placed the forms.",1,0.711944580078125,2.0,0.28258228302001953,,
"i moved a lot since i initially enrolled in the study, and i don't think my mail has been able to catch up with me.",1,0.9923725724220276,,,,
"i moved about two years ago, and i haven't received one since, okay?",0,0.16906389594078064,1.0,0.8240255117416382,,
"i moved and i forgot to take my address. and i may have gotten them, but i forgot. sorry.",1,0.990492582321167,,,,
i moved and did not receive them.,0,0.013248652219772339,1.0,0.9634765982627869,2.0,0.02327480912208557
i moved and didn't give you my new address.,1,0.9752140641212463,2.0,0.01579500176012516,,
i moved and didn't receive them.,0,0.013248652219772339,1.0,0.9634765982627869,2.0,0.02327480912208557
i moved and they were not forwarded to me.,0,0.013249467127025127,1.0,0.9634743332862854,2.0,0.02327624149620533
i moved from residence.,0,0.013249932788312435,1.0,0.9634730219841003,2.0,0.023277059197425842
i moved from the country of puerto rico. i now live in the united states.,0,0.3763400912284851,1.0,0.6167481541633606,,
i moved in. i haven't received surveys since i moved.,1,0.9849128723144531,,,,
i moved out of the area and have not received the survey.,1,0.9812427759170532,2.0,0.011953163892030716,,
i moved three times across the country and within the same state started three different positions and i did not have the time.,1,0.9936321377754211,,,,
"i moved to the united states, change my address.",1,0.9812424778938293,2.0,0.011953365057706833,,
"i moved, and i'm not sure if you guys have the new address on file.",1,0.9849117994308472,,,,
i moved.,0,0.02516903169453144,1.0,0.9306147694587708,2.0,0.04421615228056908
"i need to speak to a person, please.",0,0.9797013401985168,2.0,0.011953331530094147,,
"i needed information from my, uh, doctors office about the additional cancers that i've had since the initial survey. i have that now.",1,0.22447381913661957,2.0,0.7727592587471008,,
"i never had a chance, er.",1,0.011031385511159897,2.0,0.9799743890762329,,
i never had cancer of any kind.,1,0.9752143621444702,2.0,0.015794821083545685,,
i never received them because i moved states and did not know how to change my address.,1,0.9873813986778259,,,,
i never received them because i moved.,1,0.975214958190918,2.0,0.015794457867741585,,
i never volunteered for your surveys. please take me off your list and please do not call again.,0,0.7331727743148804,2.0,0.2625972032546997,,
i only received one additional survey which i did complete and returned.,2,0.9898084402084351,,,,
i prefer email.,0,0.013249986805021763,1.0,0.9634729027748108,2.0,0.023277154192328453
"i probably just haven't gotten around to it. it maybe it didn't seem like i had enough priority along with other stuff i had going on. um, i know i should have responded. i guess i might be willing now. although it could be hard. uh, but maybe just kind of, uh, it's just kind of cutting left and hasn't gotten done. i think i've got some of them one or two of them in a stack, some place, and i just haven't gotten around to dealing with them.",1,0.9979217052459717,,,,
i really didn't know what they were. i don't remember signing up for any survey. sorry.,2,0.9898084998130798,,,,
"i received one, and i did complete it, and i sent it back in the mail. so if you have not received it, i would check with the post office. um, that was the only survey i received. i have not received any other besides the one and i don't know which one it would be, since i only received one.",2,0.9971830248832703,,,,
"i received one. um, i changed jobs and my email address probably changed. we also moved, uh, to another city. so my correct email address is j. m. bassam at gmail dot com. my new address is 623 ansley way, allen, texas 75013 just send me another survey. i will complete it. thank you. okay.",0,0.10393599420785904,1.0,0.8946641683578491,,
"i received, but i haven't received any lately. the first one i filled out and sent back. and then i now have cancer, and i called and discuss that with the secretary and i have not received anything since then.",2,0.9952490329742432,,,,
i retired and haven't been and had been moving around places and don't always get my mail.,1,0.9891552925109863,,,,
"i saw a very limited value in continuing, so i stopped.",1,0.9849101901054382,,,,
"i signed up for the surveys when i lived in ohio, and three years ago i moved to new york city. and so i have a new address, and i haven't received any surveys. uh, since moving to new york.",1,0.9957417845726013,,,,
i simply decided i didn't want to participate anymore.,0,0.9797012805938721,2.0,0.011953351087868214,,
"i sought. after the first one, i was disqualified. for some reason, i can't remember back that far, but, um, so i just threw everything else away.",2,0.9948566555976868,,,,
"i started a new business, and so my time was limited. i'd be happy to complete them, especially if i could do it online.",1,0.9923722743988037,,,,
"i started completing it. i guess i should have said time. but it was way longer than i expected and more involved than i expected, so i didn't complete it.",2,0.9943944215774536,,,,
"i started filling them out, and as they went on, they became just too intrusive. and i decided that, um, i would no longer participate.",0,0.991746187210083,,,,
"i started smoking again, so my circumstances changed.",0,0.9796990156173706,2.0,0.011954698711633682,,
"i started to complete them, but i didn't have all the information that was asked about, uh, in particular. they were. medical results are tests that had not been done. and i thought that i could, um, be a doctor and get those results and then complete them. but i never did and forgot. i wasn't sure if i should just turn it in in complete.",2,0.9970495700836182,,,,
"i tested positive for bracket too, and i've had a mastectomy, so i don't think i would be a good candidate for your survey.",2,0.9931623935699463,,,,
"i think i was just very busy and had competing priorities. and they were so long, um, i just never got around to it.",1,0.9915356040000916,,,,
"i think i've completed them all and sent them back in the return envelope that you guys provided. um, there would have been a delay, but i think i had sent them all back, so you should have them.",2,0.9948572516441345,,,,
"i think in general it was a time challenge of oh, my goodness. i've got to get to this. so it might be considered category two forgot, but it was more about time to set aside the time to complete it. um, i think would have been easier done either electronically or through a phone survey like this.",1,0.9971552491188049,,,,
"i think that there was a, um, password at one time and because there was a time, um, lots of time in between. when those surveys arrived, i lost the password and for some reason, could not reset it.",1,0.9952132105827332,,,,
"i think the surveys were are very important. but i had a traumatic brain injury with bleeding on my brain. i would send me in a totally different, um, direction. it was a double concussion i had at the same incident. and, uh, that's the only reason why, but, um, in the future, i would like to participate if we if you have another one, cause i am better. i'm better able to, uh, complete a survey.",0,0.6304523348808289,2.0,0.36851128935813904,,
i thought i had completed all the surveys we got.,2,0.9848512411117554,,,,
"i thought i had returned the last couple i received, um, although it was a little bit light. um, i need to go online, i guess. and see if there are some online surveys. or if you could email me a link to the survey that you need completed, i'll be happy to do that. my email is betsy dot whitfield at gmail dot com b e t s y dot w h i t f i e l d at gmail dot com and i'll get those completed this weekend. thank you.",1,0.9983628988265991,,,,
i thought i sent one long one in and have not received any further.,2,0.9898087382316589,,,,
i thought it was completed and sent back my apologies.,1,0.32749149203300476,2.0,0.6657037138938904,,
i thought it was kicked out of the survey. i thought it was kicked out of the,0,0.5174007415771484,2.0,0.4758857190608978,,
i thought that i did complete your surveys until i got cancer myself and notified the team.,1,0.989155113697052,,,,
"i thought the survey was cumbersome. it asked questions that i possibly couldn't remember back to my childhood, how i ate, what vegetables i ate. i think i missed the mark in what i was trying to do.",2,0.9961337447166443,,,,
"i thought the surveys that i received i completed and sent in. i thought you had them. the ones i got, i sent it.",2,0.9931638240814209,,,,
"i thought there was a date by which it had to be completed and i did not make that date, so i didn't realize i could complete it and send it back in. i apologize.",2,0.9938398003578186,,,,
"i tried filling out the survey online and it said it was closed, so i threw out the paper versions of them, and i wish there was a way that your survey here on the phone would deal with the fact that i'm in the middle of making dinner and doesn't give me an option to delay this until another time.",2,0.9974164962768555,,,,
"i tried to set it up originally online, and i kept getting a spam notice and a virus notice on my computer so i wouldn't go any further, afraid i'd get a virus on my computer. then i started getting them in the mail, and it had been so long since i filled one out. i didn't figure they'd be valid anyway.",0,0.45350271463394165,2.0,0.5451830625534058,,
i understand they're sending it to a previous address and they don't have my new mailing address.,1,0.3680059611797333,2.0,0.6280599236488342,,
i want to know why y'all send them to me. i don't have cancer.,0,0.9797019958496094,2.0,0.011952935717999935,,
i want to withdraw from the survey.,1,0.011029199697077274,2.0,0.9799783825874329,,
i wanted to do it online and it would not let me for some reason.,0,0.3503817915916443,1.0,0.6400035619735718,,
"i was a an employee at saint joe's when this started. i am no longer employees, okay?",0,0.9882628321647644,,,,
i was a change of direction. i moved to the united states.,0,0.35002410411834717,1.0,0.6403605341911316,,
"i was always away and in puerto rico with my mother and, um traveling back and forth from new york to puerto rico.",0,0.9936339259147644,,,,
i was diagnosed with cancer and i was i called and talked to somebody and they told me that i would not be in this study anymore. that is why i have not filled out the surveys.,0,0.6131725907325745,1.0,0.3819669485092163,,
i was diagnosed with ovarian cancer in september of 2019. i'm still receiving treatment.,1,0.9904918074607849,,,,
"i was going to volunteer for the survey, and when i went to get my blood work, they could not get the blood. this has been, like maybe 4.5 5 years ago, so i've never received anything. i'm not part of the survey i wanted to be. i gave all my information, and then they couldn't draw any blood, so i couldn't do it.",1,0.8523520231246948,2.0,0.14653393626213074,,
i was helping my mother battled cancer and then she passed.,1,0.9849108457565308,,,,
i was homeless and now recently have a new residence.,2,0.9848471879959106,,,,
i was in america.,0,0.9248968958854675,1.0,0.030876873061060905,2.0,0.04422620311379433
"i was in the process of taking care of two sick parents, and then i got a divorce and i have them. i didn't fill it out. i'm sorry.",1,0.9915357828140259,,,,
i was living overseas.,0,0.013250257819890976,1.0,0.9634721279144287,2.0,0.023277629166841507
i was medically ill and retired and just forgot after that.,0,0.9796949028968811,2.0,0.011957124806940556,,
i was never able to get on the site to complete.,2,0.987813413143158,,,,
i was on a trip.,0,0.02518407814204693,1.0,0.030888309702277184,2.0,0.9439275860786438
i was out of the country for a period of time. i'm back now and willing to continue in future studies.,0,0.9897109866142273,,,,
i was out of the country.,0,0.9249085187911987,1.0,0.030872106552124023,2.0,0.044219378381967545
i was sick and i moved to another stage.,1,0.9812406897544861,2.0,0.011954518966376781,,
i was sick and unable to respond.,0,0.9731692671775818,1.0,0.011030834168195724,2.0,0.015799913555383682
"i was supposed to be able to do it online, and it never allowed me to do it online.",1,0.98738032579422,,,,
"i was taking care of my oldest sister, who has dementia and was moved to florida.",1,0.9873790740966797,,,,
i was told that i was not part of the study because they didn't get a sufficient amount of blood during the blood would drive.,1,0.992372453212738,,,,
"i was told that i was removed from the survey because they did find a nodule, a small one. but, um uh, i'm in a doctor's care, and that's why i haven't completed him. i didn't think i'd have to after i was told i was removed from the survey.",0,0.6328217387199402,2.0,0.36504846811294556,,
"i was trying to be accurate, and it got to this part where it was all about supplements and how much i took and how often. and i wasn't very, ah, routine about it. like sometimes i took. sometimes i didn't. this is a while back. inaccurate. mm. i'd rather just not i i figured no info is better than inaccurate. so, um, at that time, i was taking a bunch of supplements and, um, i i was also going through some other stuff, and it just seemed overwhelming. ah, also, i've moved. i don't know if, um ah. recently, the last year and a half, i moved and and i've had two surgeries. i don't know if i've even gotten any here or not.",1,0.08997055888175964,2.0,0.9094598293304443,,
i wasn't sure if it was junk meal.,1,0.9752097725868225,2.0,0.015797752887010574,,
"i would i would complete them. but they i actually think all the emails are going to, um my junk email file. so i never saw the the actual surveys, but i would be willing to take them again.",1,0.9957418441772461,,,,
i would like to be removed from the survey.,0,0.5634851455688477,2.0,0.4281695783138275,,
i would rather not say.,1,0.01102738082408905,2.0,0.9799816608428955,,
i'd like to opt out.,0,0.9604713916778564,1.0,0.01625128835439682,2.0,0.02327738329768181
i'd like to understand how the information is being saved and used.,2,0.9878138899803162,,,,
i'd rather not.,0,0.02517085149884224,1.0,0.03087208792567253,2.0,0.9439570307731628
"i'm currently taking care of two grandchildren, and i just don't have the opportunity to sit down and do this right now, so i'm very sorry.",0,0.9897094368934631,,,,
"i'm her husband. she passed away april 25th. i'd like to speak to someone, a person, an actual person, not a recording.",0,0.9924875497817993,,,,
i'm here because it was in my car and they never did it because i'm an idiot.,0,0.33410000801086426,1.0,0.011029642075300217,2.0,0.654870331287384
"i'm leaving peacefully and think i'm great. thank you. said it said it four times. now i got it. you see what i have to deal with? um, it's almost a good thing i got fired before. i, you know, freaking punch him in the face. i got arrested for assault anyway. um, yeah, let's go ahead and wrap this up because i'm gonna be pretty pretty. oh, my god. how many people were complaining? what are you trying to accomplish? what are you trying to accomplish? take your lunch break? because i work. i work through every lunch break i've ever had. what are you trying to accomplish right now? absolutely. okay, because you never okay. all right, i got it. and what? what is what is this accomplishing right now? because there's a third. i've been packing for half an hour and you keep coming back and interrupting. i would have been gone by now. this bullshit. i got it. thank you. you want to send me a letter with all the information and laminate it? okay, i'm gonna i'm taking hang on a second. i'm taking my belongings. you can scrub this. you can. you can take your own toothbrush and clean that thing. yeah, got it. thank you. got it. thanks. i'm out. i'm almost done. got it.",0,0.9991663098335266,,,,
i'm no longer interested in being in the survey. i've had skin cancer. i thought that disqualified me.,1,0.9873801469802856,,,,
i'm no longer participating.,0,0.960474967956543,1.0,0.01624981500208378,2.0,0.02327527105808258
"i'm not interested anymore. i've moved, and, um, i don't have the incentive to do it anymore.",0,0.7913963794708252,1.0,0.2005615085363388,,
i'm not interested in being part of the survey anymore.,0,0.5130112767219543,1.0,0.4750356078147888,2.0,0.01195315271615982
i'm not interested in participating in the program any longer.,0,0.9797015190124512,2.0,0.011953205801546574,,
i'm not interested.,0,0.9249123334884644,1.0,0.03087054193019867,2.0,0.04421713575720787
"i'm not into doing surveys and that kind of thing, and i don't do these telephone things, and i don't want to hang up on you again, but i'd like to hang up, okay?",0,0.9917461276054382,,,,
i'm not sure if i ever got a survey.,2,0.9848501086235046,,,,
"i'm not sure if i receive them or didn't receive them. i've moved since i started this. the survey, um and i think that's about it. i and i kind of forgot, so it's a combination of everything.",1,0.9941182136535645,,,,
"i'm not sure. i just i don't think i received them, but maybe i did and didn't get them them or i forgot to do them.",1,0.9873813390731812,,,,
"i'm sorry that i didn't complete the surveys. there was a lot going on in my life with the death of my mother. and i had two surgeries, um, and a gamma knife procedure. and i was feeling overwhelmed. i also was concerned on the form about having to remember when i had certain surgeries or things that happened that i have no recollection of and i got very frustrated there also.",1,0.8507273197174072,2.0,0.14827747642993927,,
"i'm taking alternative health treatments, so i don't, uh, not interested in the survey. thank you.",0,0.9897105097770691,,,,
i'm too busy taking care of my husband with his health problems.,0,0.5366942286491394,1.0,0.4536907970905304,,
"i've i've got i had cancer, prostate cancer, and i figured i'd no longer belong to this survey. so therefore, i did not fill out the survey.",2,0.9943939447402954,,,,
"i've been a single mother and work constantly, and on my days off i didn't want to sit down for 30 minutes and fill out a questionnaire.",2,0.9943937063217163,,,,
i've been busy. we were fostering children. that's it. please resend them.,0,0.9836703538894653,,,,
i've been deployed overseas on a ship multiple times and require a lot of travel in the performance of my job.,1,0.992371678352356,,,,
"i've been diagnosed with a meloy doses, which is a hereditary disease, and, uh, severely affects my health. so i guessing that any results that i would report would be skewed by the fact that i'm not suffering from cancer, but rather from, uh, another, uh, life threatening disease.",2,0.9975190758705139,,,,
i've been going through a divorce.,0,0.013249066658318043,1.0,0.9634754061698914,2.0,0.02327553741633892
i've been ill.,0,0.02517138421535492,1.0,0.9306082725524902,2.0,0.04422028362751007
"i've been moving from state to state and i finally have gotten settled. i actually have moved three times and and in the last six years, and so it's it's been a little hectic, but i'm finally settled. and, uh, then i had heart surgery, and, um so i i'm sorry. i, um i'm i've been meaning to fill out the surveys, and i just haven't done it. i i apologize for not completing my part of the program.",1,0.9974387884140015,,,,
i've been really six for the past few years is the reason why i have not completed the surveys period.,2,0.9912412762641907,,,,
"i've been, um, feeling back, so i haven't had the time feeling bad.",1,0.9873802661895752,,,,
"i've completed all the surveys i've been sent, including one within the last year. i'm confused. why you don't have them? i've sent them each back in their own pre address envelopes. perhaps you have me listed in the study twice under two different names or something else is different. i'm not sure why.",1,0.9968011975288391,,,,
i've completed the surveys that i've received and return them. i don't know why you have records that i haven't.,2,0.9898085594177246,,,,
i've decided not to participate.,0,0.960474967956543,1.0,0.01624981127679348,2.0,0.023275267332792282
"i've had different positions, therefore different health insurance. and i was not up to date with what was going on. like pass me results. um, lab. so i thought i was not giving full information.",2,0.9963597059249878,,,,
"i've moved out of the area. um, i lived in california now i'm in arizona, and apparently they were not forwarded to me, and i never received the survey.",1,0.9930588603019714,,,,
i've moved. maybe they've gone to a different address.,1,0.9849125742912292,,,,
i've not had time.,0,0.02516901306807995,1.0,0.030869832262396812,2.0,0.9439610838890076
"i've probably moved since. that'll address that y'all have on me. the new address is 38 milken lane, alabama 36203 and i really just forgot about i think i know i've got one. uh, anyway,",1,0.995741605758667,,,,
"i've received some of the surveys in the mail, and i did, but i have not received any in, uh, for a long time. that's why i've not received, uh, did any more surveys.",2,0.9938403367996216,,,,
"i've received them. i just, uh, haven't made the time to complete them. it is something i'm interested in doing. um, i would not be opposed to, uh, receiving, um a a repeat, uh, mailing, um, and, uh, i i tend to misplace things from time to time.",2,0.9973049163818359,,,,
"i, uh, have not completed any of the surveys because, uh, i'd always received them in the mail. um, i'm a a digital sort of person. everything is is on email. and so it was very difficult process wise to get that into my workflow. i have it on my to do. they would just build up. they would i would forget. and so, uh, what would make it a lot easier and faster is if i received an email, uh, with, uh, a form and i could very quickly and easily, uh, fill that out from my email. um, that would be much, much better than getting something in the u. s. mail.",1,0.9984295964241028,,,,
"i, um, was released by my doctor because, uh, there was no more, uh, active lesions. and the doctor said that i did not need to come back any longer for five years. so, um, i have gone back in, uh, for, uh, check up, uh, recently and again. i was released for another five years, so i have no cancer activity, no positive cancer activity.",0,0.9974009394645691,,,,
"in may of 2019, i was involved in a serious bicycle accidents. when i fell off my bicycle, i went through ventricular fibrillation. had a heart attack. luckily, uh, they got to me within two minutes. i was in a coma for a week, and i spent the summer of 2019 going through cardiac rehabilitation. i went back to work october 1st. unfortunately, uh, i do have an a history of urinary bladder cancer having trunk contaminated water. and when i was in the marines and i had to go through, um, uh, urinary arthroscopic surgery, and i had, um, a prostate cancer. also, that was, uh, diagnosed and so far has been treated. and, um, i also had a sampling of recent, um, skin cancer, uh, not melanoma, just based wholesale. so that's that's the reason i haven't responded to the surveys.",1,0.9988998174667358,,,,
"it is not for lack of wanting to, but is a lack of being able to focus long enough and to keep it at top dead center on my table to do it. the problem is called a d d. and, uh, i fight it in every aspect of my existence. i want to participate. i want to answer the questions.",0,0.6714296340942383,2.0,0.3270183205604553,,
"it was a problem of quantifying to break down into daily increments the activities that might be once weekly or twice weekly. i feel it's very, very important.",0,0.9931080937385559,,,,
"it was difficult to remember, um, when you got far back into your childhood or years and years ago. i mean, i'm in my seventies, and i just don't remember a lot of the things that you asked me. so rather than just put down anything instead of what you're trying to get, is honest answers. i just decided not to do it. plus, my husband got cancer.",2,0.9977841973304749,,,,
it was very long and very repetitious of the same questions that i had previously answered.,2,0.9878120422363281,,,,
"it's basic procrastination. i i get them, put them to the side with a reminder to do them and then time just passes. so it's not lack of time. it's time management.",1,0.9936316013336182,,,,
"it's just too difficult. i mean it. it asks. ah, you know what you're eating? what? uh, i don't know. i filled out a couple of them, but, um then my whole my whole life changed, and i no longer was being healthy, so i didn't want to put that down just so many things. so, uh, i just i just didn't think it could be accurate. i i didn't know. i didn't know how to measure my my exercise and and all that stuff. it just wasn't the same anymore, so i couldn't do it.",0,0.08513142913579941,2.0,0.9137656688690186,,
it's like doing four hours of homework. i don't have time to do all that. it's too long.,0,0.6965308785438538,2.0,0.29785409569740295,,
it's too hard to answer the questions of how many cups of whatever it is i've eaten. i've eaten itemizing. just what i'm eating has been too difficult.,2,0.9938386082649231,,,,
just complete and mailed it.,0,0.013248711824417114,1.0,0.01624956540763378,2.0,0.970501720905304
"leave me alone, period. stop sending me stuff, period. stop calling me.",2,0.9931634068489075,,,,
"many of the questions are from quite a while ago, and i don't know the answers to that. and i don't. you know what i would have answered to begin with? um, so i didn't answer. i didn't want to do the new, um, studies because i'm not i don't want to give you information that isn't the same as what i had given you to begin with.",2,0.9969029426574707,,,,
mira guide.,0,0.013254194520413876,1.0,0.9634612798690796,2.0,0.0232845451682806
mm. i do believe that i've received two surveys and completed them and send them back in. and those are the only two that i received. thank you.,2,0.9938398599624634,,,,
my email has changed. yeah.,0,0.6243190765380859,1.0,0.3598860502243042,2.0,0.015794817358255386
"my father had mental selling soma and i was stuck trying to fill out part of the form, and i put it off to the side and i didn't get back to it. so i have get filled out from the first one you gave me from right when you gave it to me and i could fill out one of the new ones, but i just haven't done it. sorry.",2,0.9975193738937378,,,,
"my husband died of brain cancer very shortly after this process began. when i received the first survey, i was too distraught to completed, and i thought since i didn't do the first one, i shouldn't do anymore.",1,0.9952130317687988,,,,
"my husband was ill with cancer, and it was a long journey. um, so it was a long three or four years, so and he has since passed, so",1,0.9936322569847107,,,,
"my husband was in a bad motorcycle accident and i was his main caregiver and he passed away just, um, two years ago.",1,0.9923723936080933,,,,
"my last name is not tailor. my last name is, uh, last name. and so i have been concerned or soon that this was something slow.",1,0.993631899356842,,,,
"my mother was very ill for several years, and i was, uh, even though she was in facility, i was pretty much there every evening. she had to be fed, and i had to keep an eye on things. so i just didn't feel like i had the time in the energy to, uh, fill out these surveys.",2,0.9971826672554016,,,,
"my understanding was, if the survey knew that i had cancer, i would not be notified. i would just be allowed to continue on. i don't agree with that.",1,0.9923723936080933,,,,
"my workload was heavy with work. um, i had a young family, uh, and i was doing a lot of work on my house, which took a lot of time. plus, uh, just didn't have time to fit it in. sorry.",1,0.13685104250907898,2.0,0.8616042137145996,,
oh!,0,0.9249117374420166,1.0,0.030870776623487473,2.0,0.04421747103333473
"oh, i completed the first one, and then i didn't do the rest because i assumed it was the same. it looked like the same set of questions, so i didn't, uh, do the rest.",2,0.9943942427635193,,,,
"oh, i did receive them. they got destroyed in, uh, some water damage i had, so i didn't still didn't tell them out.",1,0.991535484790802,,,,
"oh, fuck.",0,0.9604708552360535,1.0,0.016251513734459877,2.0,0.023277705535292625
"oh, just too much going on in life. uh, i moved in 2018 out of state. uh, i don't recall if i've received anything in the mail of my new address or not and just been extremely busy.",1,0.9952131509780884,,,,
"oh, starting now. oh, i'm so sorry. i don't know. i was working at vanderbilt when the study happened. i was excited. i signed up, i donated blood and then i just i don't know. i got busy. and then i moved, and i just dropped it. and it's just laziness, i guess on my part, and i apologize.",1,0.9965119957923889,,,,
"oh, then they're hurricane. earthquake. okay, ur. you're done with remote labor issues.",0,0.3399793207645416,2.0,0.6557883024215698,,
"okay, okay. for how long you've been having this problem is before read this raccoon coming in and out of here. okay, hold on one second. i don't don't tell me why you didn't put you on your request. that is a freaking snake. i don't yeah, you should have sent somebody else. i yes, yeah, whatever. yeah, whatever. yeah, no problem. do me a favor. do you have a glass of water? anything, please. okay. thank you. know, i i i i can make weapons. no, i have everything. what do you do you actually? yeah, i'm gonna i'm gonna i'm gonna take this snake. i'm gonna put in the back, and i'm gonna bring to animal control. that's easy. okay, before i'm gonna start. okay. i'm so sorry about that. holy shit. okay, listen, i i don't deal with i don't like freaking snakes. i have that fear. when i was like a like, you know, when i was a kid, i got bitten by the snake and almost die. so i have that fear. so every single time when we get request for, like, you know, snakes for for any kind of snakes i will send my partner. right? so right now, this idiot, she called me, he said, and he told me that something is moving. probably. idiot. there is not like, if you cannot don't make so much noise, they eat. and the chef. thank you. yeah, that's easy. so, um okay. uh, okay. would you mind to hold my cell phone? okay. okay. you know what you might want to do? you might wanna, um, just reaching the top there and close the drain. if he was coming in and out of that, i didn't want to reach in because i don't do snakes. but if you just close it, just reach in. if you just do you want by, you just put your hand right next to the thing and and, um yeah, just drink so you can get out again. okay, hold on a second. okay? i'll stay with me. i just let me take care of this bullshit, and you can you can tell me everything with you one for me. and how can i help? okay. okay. just hold on. you got this handled because i don't actually want to be a part of this because okay. okay. so all right. all right. uh, no, no, i can. oh, yeah, absolutely. 100%. yeah. yeah. we have five stars on yelp. we we know what we do. oh, my god. i'm so freaking out right now. i'm getting sweaty. i'm getting stinky when i sweat, i think i hate snakes. so anyways, um, you can i listen? i know it will be better if you can call me tomorrow, but i would like to handle this.",0,0.9995787739753723,,,,
"okay, the question list is too long and goes into way too much history.",0,0.2154802680015564,2.0,0.7802897691726685,,
"okay. i was told that, um they didn't have that survey anymore in lexington. i couldn't be a part of it. so i didn't see any sense in completing it because i didn't know how it would be further tested end.",0,0.18327972292900085,1.0,0.813467800617218,,
okay. see? too many. long in the goddess.,0,0.9836713075637817,,,,
"okay. um well, i typically like to complete them online. and the first survey may be, too. i was able to go online to complete them, and then the ones after that, i did not see any option to go online. and i'm far too busy to, you know, fill out a piece of paper. you know, like a booklet full of questions. um, it's a lot easier online. and also, uh, you just stop sending them to me. i got, like, the first two, maybe the third. and then you quit sending the surveys to me, that's why done.",2,0.9986778497695923,,,,
"shortly after i signed up for the survey, my husband died suddenly from stomach cancer. and i am full time caregiver from my mother who had moved in with me 11 months prior to that, i had to, um i resigned my nursing position and to take care of my mother full time, and i withdrew from the study. i thought that i had done that a long time ago. um, but you kept sending me the applications. i no longer i i said i no longer had time to be part of the study. and, um, anyway, my life changed. i don't have time for it. i don't have the interest in it. um, my husband died very suddenly and and he had been seeing it was his second out of cancer. and, um, anyway, i do not want to be part of the study. thank you.",0,0.11260517686605453,1.0,0.8865633606910706,,
"so this was a cancer prevention study, and i actually got cancer, so i just kinda quit.",1,0.9904910326004028,,,,
stanley is deceased. please stop calling.,0,0.37676504254341125,1.0,0.613617479801178,,
that's too much work. i too much busy work. i'm too old. i can't. i can't focus on that.,2,0.991241455078125,,,,
"the main reason is because, um, of covid and the problems that it's created along with, um, i have a new grand baby that is living with me that was born. so i'm sorry. if you'd like to send them again, i'd be happy to complete it. thank you.",0,0.22672519087791443,1.0,0.7707029581069946,,
