Response,TopicA,PercA,TopicB,PercB,TopicC,PercC,TopicD,PercD,TopicE,PercE,TopicF,PercF,TopicG,PercG,TopicH,PercH
"i thought after missing the first one or two surveys and may be too late to, uh, submit. so i didn't bother doing what? the follow up, um, an advocate of surveys. and i do normally participate, and i would be interested in in being the in the survey, uh, sample sets moving forward.",1,0.44670069217681885,6.0,0.5424812436103821,,,,,,,,,,,,
"i thought the, um, questionnaire was way too detailed. i couldn't remember half the stuff that it was asking, so that was my reason.",2,0.16867764294147491,5.0,0.5480863451957703,6.0,0.25865262746810913,,,,,,,,,,
"i thought this study was over. uh, if you send me another form, i'll fill it out.",0,0.9584662318229675,,,,,,,,,,,,,,
"i totally get. while you guys are doing the study, i would like to update. my address is at all possible. if somebody could call me back at 5802739037 i'd be more than happy to update my address.",3,0.9769930839538574,,,,,,,,,,,,,,
"i tried to say this in the second prompt, but i've never received anything. um, for this and i do have an updated address. um, which i can provide if necessary. uh, but i've never received anything. thank you.",0,0.5828843712806702,2.0,0.17547421157360077,7.0,0.22998227179050446,,,,,,,,,,
i understand the importance fully.,0,0.029703062027692795,1.0,0.012237650342285633,3.0,0.9017605185508728,5.0,0.011625833809375763,6.0,0.01448887586593628,7.0,0.015442789532244205,,,,
"i understand the importance of the study and i want to participate. however, i need the surveys, um, to come to my current mailing address.",0,0.7968221306800842,5.0,0.18495967984199524,,,,,,,,,,,,
"i understand the reasons why it's important. i'm a healthcare, um in the healthcare field, i just been swamped and have not had time to complete the study.",6,0.972231924533844,,,,,,,,,,,,,,
"i usually don't do anything unless it's on my calendar, so if it could be sent in an invite form so pop up and then i can fill it out online, that's easier for me.",7,0.9747374057769775,,,,,,,,,,,,,,
i very much want to stay in the study. i did not know that there were additional forms. please let me know how i can continue to stay in the study.,0,0.47976309061050415,5.0,0.5020193457603455,,,,,,,,,,,,
i wanna know why y'all want me to do research and you want me to pay for the research.,0,0.013566399924457073,5.0,0.9558493494987488,,,,,,,,,,,,
i want to be involved before are just really long. i have one partially filled out. now i do. so don't give them on me.,0,0.013571979478001595,3.0,0.536474347114563,6.0,0.4252614974975586,,,,,,,,,,
"i want to be involved. i mean to be involved, and i'm too disorganized. so if you can help me by prompting me somehow, like, i don't mind if you give me a phone call or an email that says, hey, did you forget? because we really need you to do this. and maybe you've done that already, but i think an email would be great. anyway, i have to go. i'm teaching a class, but yes, i do. really wanna still participate. i want to help out. so thank you. bye bye.",1,0.26690569519996643,3.0,0.7253503799438477,,,,,,,,,,,,
"i want to be involved. you guys just need to let me know. um, what i need to do. i talked with a lady. i think it was about a year ago. and i told her i had the survey right by me, and i was gonna complete it. you guys really forgive my negligence? it has nothing to do with you. it's on me. but if my if my memory serves me, correct me. i really think i have that survey right here in front of me. yep. here it is. i think that's it. and anyway, i'm sorry. i want to participate. this is phyllis. yes. i would like to continue participation, please. thank you.",0,0.35908257961273193,2.0,0.29636257886886597,3.0,0.3393779993057251,,,,,,,,,,
"i want to stay in the study. my last name is not look, er it is mccloud m a c l e o d i have a new address. i would like to stay in the study. thank you.",0,0.34660157561302185,1.0,0.39374005794525146,5.0,0.2468421459197998,,,,,,,,,,
i want to stay involved. i am retired now and have more time.,0,0.0228903666138649,4.0,0.9229499101638794,6.0,0.011167745105922222,7.0,0.011903003789484501,,,,,,,,
i want to stay involved. i've just been preoccupied to fill it out. i thought i'd do it later and then forgot about it.,0,0.371004581451416,2.0,0.13832223415374756,4.0,0.4615005552768707,,,,,,,,,,
i wanted to be taken out of this topic.,0,0.029693983495235443,1.0,0.012236619368195534,3.0,0.010042949579656124,4.0,0.9000459313392639,5.0,0.011624854058027267,6.0,0.014487654902040958,7.0,0.015441487543284893,,
i was diagnosed with cancer. yeah.,0,0.042252421379089355,1.0,0.01741221733391285,3.0,0.01429071370512247,4.0,0.8577702641487122,5.0,0.016541700810194016,6.0,0.0206153504550457,7.0,0.021972618997097015,,
i was just being lazy. you may send me the survey again. i have an address change.,0,0.9507204294204712,,,,,,,,,,,,,,
"i was lazy or you just hit me at a very busy time, but i'd be willing to fill it out again. now, i guess if if reminded where to go or should i get it in the mail? thank you.",0,0.5202823281288147,3.0,0.46106991171836853,,,,,,,,,,,,
"i was let go from the company that handed all the materials to me and basically just lost interest. uh, i am still interested, so if you send me some surveys, i will, in fact take them. thank you.",6,0.980716347694397,,,,,,,,,,,,,,
"i was not able to complete, uh, the previous studies due to time. um, but i am now at a point where i do have time, so i would like to continue to be a part of it. thank you.",0,0.6218070387840271,6.0,0.3631832003593445,,,,,,,,,,,,
"i was not aware that i had another study to to to, um to complete. so if you will send me the other study, i will complete it.",0,0.968397319316864,,,,,,,,,,,,,,
"i was released by the doctors from the study on this end. and, um so that's why i stopped participating. uh, and the doctor that i was involved with, uh, and this and passed away. and so therefore, um, i didn't have any contact with anyone from the desert to participate. so, um, since there wasn't any research doctor here and i was released from the study research doctor here, um, i didn't feel they need to participate until, um, i go back for another, um, another, uh, visit to the doctor. um, he has he told me in five years.",0,0.9939038157463074,,,,,,,,,,,,,,
i was removed from the study.,0,0.042259179055690765,1.0,0.017411846667528152,2.0,0.8550807237625122,3.0,0.014290409162640572,4.0,0.011829431168735027,5.0,0.01654134877026081,6.0,0.02061491273343563,7.0,0.02197214961051941
i was told that because i had been diagnosed with cancer that i couldn't be on the study anymore.,0,0.02289745956659317,3.0,0.3471282124519348,4.0,0.5835540294647217,6.0,0.011168261989951134,7.0,0.011903554201126099,,,,,,
"i was unclear and i had a time limit for how long i should or how long. i have to actually, um, complete the surveys. so i actually still have my last one in the links, and i don't know if they're still eligible to be completed or not. and i do feel really bad about it. we just had a really busy time schedule when i got it. so maybe just more follow ups and, um, checking in maybe a phone call to say, hey, can you still fill this out if it's still option?",3,0.3059002459049225,6.0,0.6867558360099792,,,,,,,,,,,,
i will become involved. i just forgot before.,0,0.029696278274059296,1.0,0.012236684560775757,3.0,0.010043002665042877,4.0,0.900043249130249,5.0,0.011624915525317192,6.0,0.014487732201814651,7.0,0.01544156949967146,,
i will complete it.,0,0.07324300706386566,1.0,0.030174877494573593,2.0,0.015847519040107727,3.0,0.02476540021598339,4.0,0.020500503480434418,5.0,0.028666295111179352,6.0,0.7687245011329651,7.0,0.03807792067527771
"i will do better at staying involved. i do think that some of the questionnaire i've gotten took a long time to complete, so finding a way to condense them a little bit might be better, but i do understand their length mhm.",4,0.38882002234458923,6.0,0.5955207347869873,,,,,,,,,,,,
i will look for the surveys again in time call and remind me.,0,0.018625730648636818,6.0,0.5592416524887085,7.0,0.3916252553462982,,,,,,,,,,
i will not be a part of the study any longer. i've had cancer.,0,0.022891348227858543,2.0,0.651987612247467,4.0,0.2759144604206085,6.0,0.011167909018695354,7.0,0.011903178878128529,,,,,,
i will stay in the research study after i complete all my treatments.,0,0.022893982008099556,6.0,0.011169135570526123,7.0,0.9284348487854004,,,,,,,,,,
"i will try and locate the forms and fill them out, or maybe send them to me one more time.",0,0.7751665711402893,4.0,0.19657312333583832,,,,,,,,,,,,
i will try better next time.,0,0.939431369304657,6.0,0.011167842894792557,7.0,0.011903107166290283,,,,,,,,,,
"i will try to find my, uh, the last one you sent me, and i'll fill it out and send it in, okay?",0,0.8558538556098938,4.0,0.11890474706888199,,,,,,,,,,,,
i will try to get the next one done.,0,0.9394321441650391,6.0,0.01116770040243864,7.0,0.011902955360710621,,,,,,,,,,
i wish not to participate in this study anymore.,0,0.9394282102584839,6.0,0.011168417520821095,7.0,0.011903720907866955,,,,,,,,,,
i wish not to participate.,0,0.888192355632782,1.0,0.017412317916750908,3.0,0.014290795661509037,4.0,0.01182975061237812,5.0,0.016541795805096626,6.0,0.02061546966433525,7.0,0.021972743794322014,,
"i wish to cancel. no longer interested in the study. please, uh take, uh, uh, measures to stop sending me those surveys. i'm no longer interested.",0,0.35405659675598145,1.0,0.2072940319776535,3.0,0.42707446217536926,,,,,,,,,,
"i would be happy to continue to be a participant, if possible, the option of being able to fill in the surveys online instead of, uh, paper form by mail. that would be great.",1,0.5202955007553101,7.0,0.46408817172050476,,,,,,,,,,,,
"i would be happy to continue. um, if i could do it online, that would be preferable. um, my email address is julie thompson, 915 at gmail dot com and my last name. thompson does not have a p in it, so it's j u l i e t h o m s o n five at gmail dot com.",1,0.9881927967071533,,,,,,,,,,,,,,
"i would be happy to fill out the survey as long as i can fill it out from the time. oh, let's see, i i was going. i can't remember. i don't have the survey in front of me anymore. but you were asking for information like as far as weight and health and stuff going back. and i couldn't remember that far back. i would just if i could just fill out the survey from the the information last known to now that would be better. you already have the information from previous years.",0,0.18130648136138916,3.0,0.2987413704395294,6.0,0.5154476761817932,,,,,,,,,,
"i would be happy to participate in a study if i could answer and more condensed survey period or if i didn't have to answer all the questions, period.",0,0.29447415471076965,5.0,0.6857060194015503,,,,,,,,,,,,
"i would be more inclined to participate if it was entirely online. when i get the packages in the mail, it just gets too cumbersome and, um, any efficient for me?",0,0.2586018741130829,7.0,0.7242172956466675,,,,,,,,,,,,
i would fill out another form or respond to another survey. i just have not had time in the past.,0,0.6869950294494629,4.0,0.2877635657787323,,,,,,,,,,,,
"i would have taken the surveys if i would have received them, but i never received the surveys.",0,0.013567990623414516,6.0,0.9571558237075806,,,,,,,,,,,,
i would have these surveys online so i could take them. yeah.,0,0.015697326511144638,6.0,0.3495969772338867,7.0,0.608992338180542,,,,,,,,,,
"i would just, um have you change an updated survey for me to fill out? i had meant to fill out the others, and time just got away from me. and then i thought it was too late to send them back.",0,0.7480007410049438,1.0,0.23836053907871246,,,,,,,,,,,,
i would like a way to communicate online rather than filling out the paper survey that comes in the mail.,7,0.9698673486709595,,,,,,,,,,,,,,
"i would like all three of the options that you first listed. more information how i'm involved. um, i would also like to know what my pin is again. unless it's the same one that was left on the message, okay?",0,0.5092850923538208,3.0,0.47815877199172974,,,,,,,,,,,,
i would like information on when i laughed filled in the study.,0,0.9507166743278503,,,,,,,,,,,,,,
"i would like the survey sent to my mailing address. 220 caroline, apartment one syracuse, new york. 13209 okay.",0,0.5521782636642456,6.0,0.4328063726425171,,,,,,,,,,,,
i would like to be able to complete the survey online.,0,0.018628032878041267,7.0,0.9417792558670044,,,,,,,,,,,,
i would like to be able to do it online instead of paper.,0,0.022894171997904778,6.0,0.011167817749083042,7.0,0.9284404516220093,,,,,,,,,,
"i would like to be able to do the questionnaire, um, online and i would like to have them be briefer, but if that's not a possibility, i would still like to be a member.",0,0.372778058052063,1.0,0.6091697812080383,,,,,,,,,,,,
"i would like to be able to receive communications through my email as i have moved since i received my last cancer study research survey. so it may have come after i put in my new address and possibly very long after, since i have been here in this address for four years.",1,0.2105371505022049,4.0,0.49611711502075195,6.0,0.28279954195022583,,,,,,,,,,
i would like to be able to see answers from my previous surveys and have this all digitally online.,0,0.011947966180741787,1.0,0.21534639596939087,5.0,0.3912906050682068,7.0,0.36561858654022217,,,,,,,,
i would like to be reassured that my confidentiality is being protected by the highest standards possible.,0,0.9640860557556152,,,,,,,,,,,,,,
"i would like to continue the study. will you still accept the surveys that you did send? question mark, i do still have them.",0,0.6068083643913269,5.0,0.37145569920539856,,,,,,,,,,,,
"i would like to continue with this study, even though i no longer have the past question years. if you send me more questionnaire, i will answer them.",0,0.13295336067676544,4.0,0.8479291796684265,,,,,,,,,,,,
i would like to do it more online. i totally forgot over the years and more too many years have passed to really do an impact on the study. so i'm sorry. yeah.,3,0.6616334915161133,7.0,0.3175223171710968,,,,,,,,,,,,
"i would like to do the survey, but, uh, almost lack of time for do it. so, uh, if you give me the survey again, i'll try to, uh, fulfill the survey, okay?",0,0.6573479771614075,2.0,0.32575318217277527,,,,,,,,,,,,
"i would like to know how often i will be getting surveys. and it wouldn't be a bad idea if you guys left me a voicemail 30 days before i should expect the survey in the mail. so i am looking for it. i have no problem filling out the survey, but i've been i have what i think our duplicate surveys. but i feel it's now being told that i was supposed to fill out each one, so i don't know. how often do you expect them? i need to know that.",0,0.7180824875831604,3.0,0.2747930586338043,,,,,,,,,,,,
"i would like to opt out. opt out, please.",0,0.9394286870956421,6.0,0.011168333701789379,7.0,0.011903630569577217,,,,,,,,,,
"i would like to receive the paperwork. i didn't know i was involved, but i would be happy to be involved. kathleen hard acre 37 seville drive, brick, new jersey. 08723 perhaps a follow up call at this number would help me tell you that i didn't get it.",0,0.989971399307251,,,,,,,,,,,,,,
"i would like to remain involved. i did not get i believe i got one survey since my initial participation and i completed and returned it. other than that, i have not heard from y'all.",0,0.9815954566001892,,,,,,,,,,,,,,
"i would like to stay in a research study. i can't write with my hands. i had a computer. i'd be able to do this online, but i don't currently.",0,0.010669716633856297,7.0,0.9666479229927063,,,,,,,,,,,,
i would like to stay in it.,0,0.04226049408316612,1.0,0.017412269487977028,3.0,0.8602228760719299,4.0,0.011829717084765434,5.0,0.016541747376322746,6.0,0.020615410059690475,7.0,0.02197268046438694,,
"i would like to stay in the study, but it'd be easier if it would be able to be done online versus via the mail and sending in the questionnaire that way.",2,0.2182224541902542,7.0,0.7600257396697998,,,,,,,,,,,,
"i would like to stay involved if you could forward the studies. to me, there's really been no change in my physical status. my medical status. my address is 1253 northwest son terrorist circle unit d as in david port saint lucie, florida zip is 34986",3,0.9869689345359802,,,,,,,,,,,,,,
"i would like to stay involved in the study. however, i never received any phone calls, surveys, emails or letters in the mail with the survey or with any information that you wanted me to complete. so you were not able to contact me. therefore, i didn't turn in the information this might have been because i moved.",0,0.6939021944999695,1.0,0.29565131664276123,,,,,,,,,,,,
"i would like to stay involved in this study. i'm sorry i didn't fill out. oh, the surveys. i did fill out one, though, which i hope you've received. um, so, yes, keep sending them to me, and i will fill them out in the future.",0,0.9856048822402954,,,,,,,,,,,,,,
i would like to stay involved.,0,0.04226246103644371,1.0,0.01741194911301136,3.0,0.8602227568626404,4.0,0.011829500086605549,5.0,0.01654144376516342,6.0,0.02061503194272518,7.0,0.021972278133034706,,
i would like to stay involved. i just haven't had the time and i sort of forgot about the survey. so send it to me again and i will fill it out.,0,0.47022780776023865,4.0,0.5015107989311218,,,,,,,,,,,,
i would like to stay involved. i just haven't received any information from you guys.,0,0.9507221579551697,,,,,,,,,,,,,,
i would like to stay involved. my husband also passed away.,0,0.018624261021614075,3.0,0.9383960366249084,,,,,,,,,,,,
"i would like to understand exactly what the research is. um, going to i want to understand what happened with my blood and how it helps research.",3,0.3776962459087372,5.0,0.5987393260002136,,,,,,,,,,,,
i would love for you to send me the packet again so that i make sure i have an updated package and i will do my best to get it filled out this time. thank you.,0,0.9767389297485352,,,,,,,,,,,,,,
"i would love to be involved in the research study. i'm actually a researcher and health care provider myself. um, but time is of the essence. so perhaps one thing that would be, um, an encourager, um, would be shorter surveys rather than one big long. i actually would prefer five minute surveys every three months. i i could do that. i think the longer surveys are what? we're a detriment, um, to me, completing it, unfortunately, right in the middle of trying to take board exams and just too much going on. um, so, yeah, that would be my recommendation, at least from the health care provider side of things. um, but the relate people, i think the other things that you listed off of the importance of the research, the importance of the information, the importance of how it influences the decisions that we make, um, and the recommendations we provide may be more helpful for lay people.",3,0.6832315921783447,6.0,0.3133056163787842,,,,,,,,,,,,
"i would prefer a short telephone questionnaire. um, simple. not eight or 10 pages or eight or 10 minutes. you know, two minutes, max.",6,0.9818291664123535,,,,,,,,,,,,,,
i would prefer an interview.,0,0.029694076627492905,1.0,0.01223665103316307,3.0,0.010042974725365639,5.0,0.011624883860349655,6.0,0.014487692154943943,7.0,0.9071736931800842,,,,
i would prefer if the questionnaire came to me via email.,0,0.018625322729349136,6.0,0.3026358187198639,7.0,0.6482311487197876,,,,,,,,,,
"i would prefer not to receive mailing, maybe get, um, email surveys.",0,0.010671119205653667,1.0,0.6490411162376404,6.0,0.3216606080532074,,,,,,,,,,
i would prefer to be left off of this study. thank you.,0,0.01862604171037674,3.0,0.938395082950592,,,,,,,,,,,,
i would prefer to do online.,0,0.02969340980052948,1.0,0.012236375361680984,3.0,0.010042749345302582,5.0,0.011624622158706188,6.0,0.014487366192042828,7.0,0.9071757793426514,,,,
"i would really love to stay involved, but the amount of time it was it was taking me. i was never able to finish because of all of my work and children responsibilities. i would maybe do better if it was online.",5,0.8945221900939941,7.0,0.08974483609199524,,,,,,,,,,,,
"i would recommend that you do an online or much like this, a voice mail call every few months for an update rather than email, which gets changed, or, uh, a document that can get lost in the shuffle and is not a priority due to lack of time.",0,0.4035845696926117,1.0,0.21026606857776642,7.0,0.37912043929100037,,,,,,,,,,
"i would say probably not having the questionnaire so lengthy, and to do that, maybe spread them out close, spread them and get them closer together and make them shorter so that a person is not spending 30 minutes trying to answer the survey.",5,0.9847801327705383,,,,,,,,,,,,,,
"i would say that it'd be nicer if the questions and surveys were a little shorter and, um didn't take so long to complete.",5,0.27741214632987976,6.0,0.698266863822937,,,,,,,,,,,,
i would stay involved if somebody notified me. i've been wondering why i have never been notified.,0,0.01356632262468338,3.0,0.9551252722740173,,,,,,,,,,,,
"i would think those with a two more, uh, cancelled humor 23 years ago.",0,0.011946904473006725,3.0,0.9604873061180115,,,,,,,,,,,,
"i wouldn't be able to answer questions that i do not know the answer to, which was the situation with the last packet you sent me? i there's nothing i can do to pull up past information that i do not know. so, um, if you wanted incomplete, i could try to help you with that.",0,0.26479288935661316,5.0,0.723575234413147,,,,,,,,,,,,
i you? there's nothing you need to do. i will go find the surveys and complete them and submit them.,0,0.36061692237854004,6.0,0.6101070046424866,,,,,,,,,,,,
"i'd like information on all of the above, but that wasn't an option. so all of the above. thank you.",0,0.7426664233207703,3.0,0.20450365543365479,6.0,0.011168476194143295,7.0,0.01190378237515688,,,,,,,,
i'd like it to be an online questionnaire.,0,0.02969517558813095,1.0,0.012236278504133224,2.0,0.30762913823127747,3.0,0.010042669251561165,5.0,0.2817285656929016,6.0,0.01448725163936615,7.0,0.3358677625656128,,
"i'd like to be involved with your research study. ah, i should be retired soon, and i will have more time. and you can feel free to send me the form your form is like way too long and ask so many questions that it's hard to remember the answers to everything. especially when i'm working seven days a week. okay, it's just like a lot. so i have to wait till i have a whole lot more time on my hands to be able to answer all your questions. it's like so much that you're asking for, um, somebody who is the equivalent of like, i'm not i'm not gonna say what i do, but it's the equivalent of an emergency room doctor. i'm like, very high stress job at a very high level that i don't have much free time to spend filling out detailed information. okay,",5,0.9949473738670349,,,,,,,,,,,,,,
i'd like to complete this study online.,0,0.02289470285177231,6.0,0.011167704127728939,7.0,0.9284403920173645,,,,,,,,,,
i'd like to know why me? why it's important and what the research shows all three reasons above.,0,0.3381411135196686,5.0,0.6312738060951233,,,,,,,,,,,,
"i'd rather get phone calls, um, or email notifications rather than paperwork to actually be filled out and mailed back snail mail.",3,0.2662990391254425,4.0,0.0923023521900177,7.0,0.6239537596702576,,,,,,,,,,
"i'll be happy to talk to a real person, but i'm not talking to robots and i'm not filling out in this paperwork.",0,0.011950490064918995,2.0,0.14975020289421082,3.0,0.8133183121681213,,,,,,,,,,
i'll fill it out now.,0,0.8062421083450317,1.0,0.030174817889928818,2.0,0.01584748737514019,3.0,0.02476534992456436,4.0,0.020500462502241135,5.0,0.028666237369179726,6.0,0.03572574257850647,7.0,0.03807784244418144
i'll get it filled out and return it.,0,0.9214290380477905,1.0,0.012236217968165874,3.0,0.01004261989146471,5.0,0.011624472215771675,6.0,0.014487179927527905,7.0,0.015440980903804302,,,,
"i'll stay involved. just send me another survey. i didn't have time to do the surveys when they arrived, and i eventually forgot about them.",0,0.6196058988571167,2.0,0.35137367248535156,,,,,,,,,,,,
"i'll stay, i don't know.",0,0.042252253741025925,1.0,0.017411939799785614,3.0,0.01429048553109169,4.0,0.011829494498670101,5.0,0.8624839782714844,6.0,0.020615022629499435,7.0,0.02197226695716381,,
i'll try to stay involved anyway. that's that's i just those choices just didn't want any of the choices.,0,0.015703711658716202,3.0,0.5994443893432617,7.0,0.35678350925445557,,,,,,,,,,
"i'm happy to participate for the rest of my life. my address is 629 walker avenue, baltimore, maryland, 21212 thanks for involving me.",0,0.2995704710483551,3.0,0.18528719246387482,7.0,0.5017722845077515,,,,,,,,,,
"i'm happy to stay involved. i guess i just missed the surveys. or, uh, i'm happy to do them. so please keep me involved and send me future surveys.",0,0.8603924512863159,4.0,0.1219206228852272,,,,,,,,,,,,
i'm happy to stay involved. send me the survey again.,0,0.939431369304657,6.0,0.011167839169502258,7.0,0.011903103440999985,,,,,,,,,,
"i'm interested in the study. i missed the follow up after the first one and after some time figured i missed that one, so i couldn't do the rest. so i really haven't done anything since the first one. if possible, i would still love to jump back in and and finish up or or what not, but i don't know if that's real possible, but anyway, i'm still willing to participate and do what i need to do.",0,0.26609569787979126,1.0,0.13350634276866913,3.0,0.5943590998649597,,,,,,,,,,
"i'm interested. send the paperwork again. sometimes it gets lost or misplaced, but i'm interested. i completed three surveys so far.",0,0.31056177616119385,3.0,0.24327795207500458,6.0,0.4314554035663605,,,,,,,,,,
"i'm just very busy person. i keep my grandkids during the day and i have stuff going on on tuesday and thursday nights. wednesday night, church sunday. church time is a factor, but if you can make the deal shorter and not three or four pages, that would be helpful.",6,0.9870489835739136,,,,,,,,,,,,,,
"i'm just very busy. i'm not sure if there's anything you can do, uh, maybe make the form shorter.",0,0.2319464534521103,3.0,0.3163296580314636,6.0,0.4299872815608978,,,,,,,,,,
"i'm just wondering if you're able to email me a survey. i know that if something comes in the mail, i sometimes assume things is junk mail and just don't look at it. that's probably what happened to the surveys you've sent me, period. um, i'm just wondering if you would be able to send them via email and i would complete them online.",1,0.1921035647392273,5.0,0.13132761418819427,7.0,0.6680890321731567,,,,,,,,,,
i'm more than happy to be involved. i just don't recall receiving any of the documentation recently.,0,0.9584612250328064,,,,,,,,,,,,,,
i'm motivated. i want to stay involved. send me a new packet and also get it filled out.,0,0.7284429669380188,3.0,0.24693654477596283,,,,,,,,,,,,
"i'm no longer taking the, um, study mids, so i don't understand why the follow up",0,0.013568749651312828,5.0,0.9558447003364563,,,,,,,,,,,,
i'm not eligible for the research study.,0,0.042276620864868164,1.0,0.017418932169675827,3.0,0.014296223409473896,4.0,0.4345688819885254,5.0,0.016548078507184982,6.0,0.020623300224542618,7.0,0.4451197385787964,,
"i'm not exactly sure i've been involved with the local relay for life, so i've been a chair. i've raised tens of thousands of dollars for cancer research, and i just feel like it's a money making scheme rather than actual research.",3,0.9837703704833984,,,,,,,,,,,,,,
i'm not interested in it. i did not know there was going to be multiple packets sent home every year.,0,0.5217592716217041,3.0,0.4536197781562805,,,,,,,,,,,,
i'm not interested in participating.,0,0.04225962981581688,1.0,0.017411833629012108,3.0,0.8602262735366821,4.0,0.011829421855509281,5.0,0.016541333869099617,6.0,0.020614895969629288,7.0,0.021972130984067917,,
"i'm not interested in this study. i'm sorry, but please take me off your list.",0,0.015699053183197975,2.0,0.9461639523506165,,,,,,,,,,,,
i'm not interested to study.,0,0.042263228446245193,1.0,0.017411770299077034,3.0,0.8602229952812195,4.0,0.011829379014670849,5.0,0.01654127426445484,6.0,0.02061481960117817,7.0,0.0219720508903265,,
i'm not interested.,0,0.07322106510400772,1.0,0.030174922198057175,2.0,0.015847543254494667,3.0,0.7577857375144958,4.0,0.020500535145401955,5.0,0.028666337952017784,6.0,0.03572586923837662,7.0,0.03807797655463219
i'm not interested. please remove me from the list.,0,0.022891784086823463,2.0,0.9214940071105957,6.0,0.011167742311954498,7.0,0.011902999132871628,,,,,,,,
"i'm not really sure what you can do to help. i'm just i'm finding the questions that you're asking hard to get. i've been helping. i've seen a doctor maybe once a year. i don't always have my cholesterol and other things that you have been, um, asking for available.",3,0.4932776391506195,5.0,0.49167537689208984,,,,,,,,,,,,
"i'm not sure i'm saving the surveys. are they paper forms? are they online? uh, i've actually no idea. and always part of it, uh, several years ago. so if you guys can provide clarification, uh, that'd be great.",0,0.40921783447265625,3.0,0.3229375183582306,7.0,0.258619099855423,,,,,,,,,,
"i'm not sure how to answer it. i want to stay involved, but it isn't a high enough priority with all the other things that i struggle to get done, some of which are not yet done and are a higher priority.",5,0.9756699800491333,,,,,,,,,,,,,,
"i'm not sure if i know this is internet matthews, but i never did a study, so i need to start from the beginning.",0,0.010673784650862217,5.0,0.9652713537216187,,,,,,,,,,,,
"i'm not sure if i should continue in the research study. i was diagnosed with fallopian tube cancer in january of 2019. so i don't know if my data is gonna be relevant now, since i did, um, get cancer.",1,0.6987313628196716,4.0,0.2842698395252228,,,,,,,,,,,,
i'm not sure teaching or something tonight and you gotta get,0,0.01570150814950466,3.0,0.948068380355835,,,,,,,,,,,,
"i'm not sure there's much more that you can do. it's a matter of my, uh, focusing on when i received the questionnaire. just sit down and do it at that time, not set of the side of thinking. i need to take more time to do it. and then it gets, uh, buried under other things that are going on. uh, so it's more on on my end.",0,0.6811470985412598,5.0,0.3087807893753052,,,,,,,,,,,,
"i'm not working right now, so if you send it again, i can try to fill it out. i sat down a couple of times to try to fill it out, and it was so detailed. i just remember questions about, you know, sleeping habits. i'm not that structured of a person. it was like i don't even know how to answer these. they were just seems so structured and detailed. i thought, i don't want to put junk information down, but i just you know, the the answers were difficult for me because i'm not that exact. and we're structured and everything i do. so, um, i apologize. i agree. it's, uh i don't need more information on the researcher y or anything like that. when i said i participate, i fully intended to be completely compliant with it. and honestly, i was just super busy at work and and it seemed very detailed and time consuming. but anyway, i'm not working now. if you want to send it to me again, i'll do my best to fill it out. i think it's wonderful work, and, um, i have no opposition, just really struggled with time and and the details of survey",0,0.101628378033638,5.0,0.8953426480293274,,,,,,,,,,,,
"i'm perfectly willing to continue. i don't remember always getting them. um, since then, i've had cancer, and i'm still recovering from treatment, and i just answered these questions yesterday.",1,0.7360790371894836,4.0,0.24337254464626312,,,,,,,,,,,,
"i'm really not sure how the cps study was sent to me. um, but i don't have it. and i would love for you to send it again. i'm very interested in participating. thank you.",0,0.5285414457321167,3.0,0.45117032527923584,,,,,,,,,,,,
"i'm recuperating from a hospital. stay three of them. in the last year, i've barely been able to keep up with my own bills and pills. but i don't want to leave the study. so send me more information and include me. thank you.",3,0.2677326500415802,6.0,0.7169225215911865,,,,,,,,,,,,
"i'm retired and have more time now, so i'll be happy to, uh, stay in the program if you wanna send me another shape survey. thank you.",0,0.5788938999176025,1.0,0.40146535634994507,,,,,,,,,,,,
"i'm sorry i haven't sent back the surveys. it is time and then forget to do period. if you could maybe send it in a different color envelope so it would stand out or send multiple surveys. period, please resend or send any surveys to me. i would like to continue participating. i am sorry, mary simonetta 124 kirk leap place forest, virginia 24551",0,0.4781343638896942,5.0,0.5154953598976135,,,,,,,,,,,,
"i'm sorry, but i just don't have the time on my husband's caretaker. he's got small cell lung cancer, and i cannot. i can't. i just don't have the time to do it. i have to go to doctor's appointments and i have to care for him. mm.",5,0.9801291227340698,,,,,,,,,,,,,,
i'm sorry. i don't know.,0,0.04227368161082268,1.0,0.017412303015589714,3.0,0.014290783554315567,4.0,0.011829741299152374,5.0,0.8624605536460876,6.0,0.020615452900528908,7.0,0.02197272703051567,,
i'm sorry. i forgot. i will do it soon if you still want me to.,0,0.018627341836690903,3.0,0.9383937120437622,,,,,,,,,,,,
"i'm sorry. i just, uh i would rather not be involved in the study at this time. thank you.",0,0.7156562805175781,7.0,0.2589516043663025,,,,,,,,,,,,
i'm sorry. i wish the form were shorter. i just don't get around to doing it.,0,0.7997035980224609,6.0,0.16641928255558014,,,,,,,,,,,,
"i'm sorry. i'm a breast cancer patient who has metastatic cancer. i don't know the answer to all the questions you ask, so i just didn't fill it out.",0,0.010672401636838913,3.0,0.1807272881269455,4.0,0.3479926884174347,5.0,0.44314834475517273,,,,,,,,
"i'm very interested in staying involved. however, i need to complete these surveys online, and i need to be able to easily access them. everything i've been given, um, every time everything i've been given and every time i tried to access them, i haven't been able to. it's it's i've requested, um, new information. i can't even remember it's been so long, but make it easier for me to access the surveys online.",0,0.25305673480033875,6.0,0.596241295337677,7.0,0.14607438445091248,,,,,,,,,,
